443,"Maracaju, MS",08/03/2003,11,17,26,36,48,52
444,"Itumbiara, GO",12/03/2003,3,24,33,48,52,57
445,"Itumbiara, GO",15/03/2003,7,20,31,32,50,53
446,"Casa Branca, SP",19/03/2003,8,11,12,17,20,47
447,"Mogi-Guaçu, SP",22/03/2003,15,24,25,33,42,55
448,"Wenceslau Bráz, PR",26/03/2003,3,5,9,45,51,52
449,"Sto. Antônio da Platina, PR",29/03/2003,1,8,24,34,49,56
450,"Colombo, PR",02/04/2003,1,9,13,50,51,59
451,"Jaguariaíva, PR",05/04/2003,17,18,23,28,31,53
452,"Osasco, SP",09/04/2003,11,16,30,36,51,54
453,"Osasco, SP",12/04/2003,8,20,23,34,52,58
454,"São Vicente, SP",16/04/2003,4,17,24,42,46,56
455,"Praia Grande, SP",19/04/2003,2,14,15,17,50,59
456,"Jales, SP",23/04/2003,3,17,22,27,33,40
457,"Jales, SP",26/04/2003,15,17,24,27,32,48
458,"Morretes, PR",30/04/2003,13,24,32,34,43,53
459,"Morretes, PR",03/05/2003,8,15,17,39,43,49
460,"Uberaba, MG",07/05/2003,19,23,30,37,49,55
461,"Uberaba, MG",10/05/2003,15,17,20,29,30,60
462,"Fernandópolis, SP",14/05/2003,17,19,22,26,27,48
463,"Guaíra, SP",17/05/2003,2,3,7,18,45,53
464,"Nova Friburgo, RJ",21/05/2003,6,24,33,38,45,50
465,"Nova Friburgo, RJ",24/05/2003,1,22,31,46,51,57
466,"Juiz de Fora, MG",28/05/2003,11,16,28,29,30,45
467,"Juiz de Fora, MG",31/05/2003,8,18,21,22,38,60
